size: 50
targets_num: 20
Map	AntTime	PlanTime	FullTime
0	6.54677414894104	0.001	6.548
1	6.419018983840942	0.0	6.419
2	7.602231025695801	0.0	7.602
3	9.196861267089844	0.0	9.197
4	6.410919904708862	0.001	6.412
5	7.68628191947937	0.001	7.687
6	5.395357847213745	0.0	5.395
7	5.489487886428833	0.0	5.489
8	7.707612037658691	0.0	7.708
9	6.366766929626465	0.0	6.367
mean map by ant:	6.419018983840942	0.0	6.419
mean map by plan:	5.395357847213745	0.0	5.395
mean map by full:	6.419018983840942	0.0	6.419
