size: 50
targets_num: 10
Map	AntTime	PlanTime	FullTime
0	3.5940821170806885	0.0	3.594
1	3.3016951084136963	0.0	3.302
2	2.96685791015625	0.0	2.967
3	4.872538805007935	0.0	4.873
4	3.95599102973938	0.0	3.956
5	4.430409908294678	0.0	4.43
6	4.704316854476929	0.0	4.704
7	2.4423842430114746	0.0	2.442
8	2.710911989212036	0.0	2.711
9	4.486960172653198	0.0	4.487
mean map by ant:	3.5940821170806885	0.0	3.594
mean map by plan:	2.4423842430114746	0.0	2.442
mean map by full:	3.5940821170806885	0.0	3.594
