size: 100
targets_num: 5
Map	AntTime	PlanTime	FullTime
0	6.328948974609375	0.0	6.329
1	5.265321969985962	0.0	5.265
2	4.875710964202881	0.0	4.876
3	5.985954999923706	0.0	5.986
4	3.9448788166046143	0.0	3.945
5	7.123889923095703	0.0	7.124
6	5.36161732673645	0.0	5.362
7	5.025777816772461	0.0	5.026
8	5.344486236572266	0.0	5.344
9	6.819674968719482	0.0	6.82
mean map by ant:	5.344486236572266	0.0	5.344
mean map by plan:	3.9448788166046143	0.0	3.945
mean map by full:	5.344486236572266	0.0	5.344
