size: 25
targets_num: 10
Map	AntTime	PlanTime	FullTime
0	1.6958839893341064	0.0	1.696
1	1.804283857345581	0.0	1.804
2	1.3425579071044922	0.0	1.343
3	3.235779047012329	0.0	3.236
4	1.890840768814087	0.0	1.891
5	2.6232149600982666	0.0	2.623
6	1.955564022064209	0.0	1.956
7	2.1105241775512695	0.0	2.111
8	1.8403329849243164	0.0	1.84
9	1.609010934829712	0.0	1.609
mean map by ant:	1.8403329849243164	0.0	1.84
mean map by plan:	1.3425579071044922	0.0	1.343
mean map by full:	1.8403329849243164	0.0	1.84
